chrom,position,ref_reads,alt_reads
chr1,1087900,109,37
chr2,1087910,32,155
chr3,1087920,61,50
chr1,1087930,172,14
chr3,1087940,64,58
chr2,1087950,64,8
chr1,1087960,12,139
chr3,1087970,49,78
chr2,1087980,101,30
chr3,1087990,74,98
chr3,1088000,22,4
chr1,1088010,34,141
chr1,1088020,13,73
chr3,1088030,15,112
chr2,1088040,87,43
chr1,1088050,98,69
chr3,1088060,99,3
chr3,1088070,47,96
chr1,1088080,65,93
chr1,1088090,62,61
chr3,1088100,9,77
chr1,1088110,17,9
chr3,1088120,156,14
chr2,1088130,116,13
chr1,1088140,37,16
chr1,1088150,118,7
chr3,1088160,85,81
chr1,1088170,57,20
chr2,1088180,20,8
chr3,1088190,19,48
chr2,1088200,104,30
chr2,1088210,23,37
chr2,1088220,48,19
chr2,1088230,94,98
chr3,1088240,7,37
chr1,1088250,120,15
chr2,1088260,53,44
chr2,1088270,28,99
chr3,1088280,17,27
chr2,1088290,113,53
chr2,1088300,35,23
chr2,1088310,49,89
chr2,1088320,10,88
chr1,1088330,85,14
chr2,1088340,37,9
chr3,1088350,72,51
chr1,1088360,67,26
chr3,1088370,65,22
chr1,1088380,125,41
chr1,1088390,38,9
chr2,1088400,118,24
chr2,1088410,31,149
chr3,1088420,130,27
chr1,1088430,78,24
chr1,1088440,34,15
chr2,1088450,3,38
chr1,1088460,9,13
chr2,1088470,29,91
chr2,1088480,109,15
chr3,1088490,48,147
chr2,1088500,12,9
chr2,1088510,51,22
chr1,1088520,12,13
chr3,1088530,22,104
chr3,1088540,36,151
chr3,1088550,22,120
chr2,1088560,3,18
chr3,1088570,99,31
chr2,1088580,10,11
chr2,1088590,105,7
chr2,1088600,22,98
chr2,1088610,98,18
chr3,1088620,23,107
chr3,1088630,15,10
chr1,1088640,80,66
chr3,1088650,109,14
chr1,1088660,107,59
chr3,1088670,20,154
chr3,1088680,17,3
chr3,1088690,35,17
chr2,1088700,57,2
chr3,1088710,34,17
chr3,1088720,28,8
chr1,1088730,108,37
chr3,1088740,3,24
chr2,1088750,42,34
chr3,1088760,42,19
chr1,1088770,47,70
chr3,1088780,118,38
chr3,1088790,98,41
chr1,1088800,55,51
chr3,1088810,130,52
chr1,1088820,30,43
chr1,1088830,52,51
chr2,1088840,5,39
chr2,1088850,6,80
chr1,1088860,166,27
chr2,1088870,108,63
chr2,1088880,45,20
chr1,1088890,39,2
chr3,1088900,40,118
chr3,1088910,50,145
chr3,1088920,19,8
chr2,1088930,30,28
chr2,1088940,162,20
chr3,1088950,29,39
chr1,1088960,14,51
chr1,1088970,20,37
chr1,1088980,106,49
chr2,1088990,21,52
chr3,1089000,110,74
chr1,1089010,40,71
chr3,1089020,35,24
chr3,1089030,33,20
chr2,1089040,42,73
chr1,1089050,17,81
chr2,1089060,131,15
chr3,1089070,3,33
chr3,1089080,93,87
chr3,1089090,58,136
chr1,1089100,15,114
chr1,1089110,37,34
chr1,1089120,26,111
chr3,1089130,22,6
chr3,1089140,44,8
chr1,1089150,45,87
chr3,1089160,28,140
chr3,1089170,16,88
chr3,1089180,11,18
chr1,1089190,12,13
chr2,1089200,89,45
chr2,1089210,6,134
chr2,1089220,109,51
chr1,1089230,21,63
chr3,1089240,18,21
chr2,1089250,32,44
chr2,1089260,40,25
chr1,1089270,22,133
chr3,1089280,12,17
chr3,1089290,15,117
chr1,1089300,145,13
chr2,1089310,14,17
chr3,1089320,41,116
chr3,1089330,40,132
chr2,1089340,21,175
chr1,1089350,184,12
chr2,1089360,29,1
chr3,1089370,74,63
chr1,1089380,171,12
chr2,1089390,4,54
chr2,1089400,52,20
chr1,1089410,41,34
chr3,1089420,109,14
chr1,1089430,67,81
chr1,1089440,45,30
chr3,1089450,128,9
chr2,1089460,101,50
chr1,1089470,30,19
chr1,1089480,1,30
chr2,1089490,47,7
chr3,1089500,42,54
chr2,1089510,18,181
chr2,1089520,50,128
chr1,1089530,4,117
chr1,1089540,8,98
chr3,1089550,35,36
chr1,1089560,27,72
chr2,1089570,121,33
chr2,1089580,23,18
chr3,1089590,21,73
chr1,1089600,38,39
chr1,1089610,38,74
chr3,1089620,39,83
chr3,1089630,118,41
chr1,1089640,7,19
chr3,1089650,79,68
chr2,1089660,52,22
chr3,1089670,17,108
chr2,1089680,48,33
chr2,1089690,34,75
chr2,1089700,59,58
chr1,1089710,51,45
chr2,1089720,23,115
chr3,1089730,25,30
chr2,1089740,59,49
chr1,1089750,147,24
chr1,1089760,23,168
chr1,1089770,151,13
chr1,1089780,28,121
chr3,1089790,100,60
chr1,1089800,65,113
chr3,1089810,12,100
chr1,1089820,107,26
chr1,1089830,23,24
chr3,1089840,49,125
chr2,1089850,44,118
chr3,1089860,30,22
chr2,1089870,12,27
chr3,1089880,47,142
chr2,1089890,27,132
chr1,1089900,29,91
chr2,1089910,30,12
chr2,1089920,4,127
chr1,1089930,16,17
chr1,1089940,100,10
chr2,1089950,98,74
chr2,1089960,83,13
chr3,1089970,84,20
chr1,1089980,93,35
chr1,1089990,45,5
chr1,1090000,52,89
chr3,1090010,109,17
chr3,1090020,62,11
chr2,1090030,132,20
chr3,1090040,139,21
chr3,1090050,127,48
chr3,1090060,23,39
chr1,1090070,12,96
chr2,1090080,26,108
chr3,1090090,25,93
chr3,1090100,48,18
chr3,1090110,61,29
chr1,1090120,167,18
chr2,1090130,19,67
chr2,1090140,72,9
chr3,1090150,60,68
chr2,1090160,143,43
chr1,1090170,39,17
chr3,1090180,8,130
chr2,1090190,31,74
chr3,1090200,21,124
chr1,1090210,67,88
chr3,1090220,7,64
chr1,1090230,41,69
chr3,1090240,5,47
chr3,1090250,61,39
chr2,1090260,26,35
chr2,1090270,50,81
chr1,1090280,96,49
chr1,1090290,22,152
chr1,1090300,23,132
chr2,1090310,90,80
chr3,1090320,62,63
chr1,1090330,73,71
chr3,1090340,22,110
chr3,1090350,29,54
chr2,1090360,131,11
chr2,1090370,57,76
chr3,1090380,37,2
chr1,1090390,8,27
chr2,1090400,108,56
chr3,1090410,21,17
chr2,1090420,33,106
chr3,1090430,139,16
chr2,1090440,152,33
chr1,1090450,35,22
chr1,1090460,86,26
chr2,1090470,78,46
chr2,1090480,4,115
chr2,1090490,16,93
chr1,1090500,29,149
chr2,1090510,8,55
chr1,1090520,62,33
chr2,1090530,118,46
chr2,1090540,63,35
chr3,1090550,14,78
chr1,1090560,71,115
chr2,1090570,142,47
chr1,1090580,124,71
chr3,1090590,71,88
chr1,1090600,56,59
chr1,1090610,13,95
chr1,1090620,70,52
chr1,1090630,23,142
chr1,1090640,15,10
chr1,1090650,43,98
chr1,1090660,27,163
chr2,1090670,22,113
chr2,1090680,163,19
chr1,1090690,68,13
chr1,1090700,86,77
chr2,1090710,90,65
chr3,1090720,42,66
chr2,1090730,8,107
chr3,1090740,127,18
chr1,1090750,57,52
chr1,1090760,89,16
chr2,1090770,18,160
chr2,1090780,8,149
chr2,1090790,68,72
chr1,1090800,80,15
chr2,1090810,32,79
chr2,1090820,24,65
chr3,1090830,98,69
chr1,1090840,18,134
chr1,1090850,4,38
chr1,1090860,83,73
chr2,1090870,31,46
chr1,1090880,46,19
chr2,1090890,16,25
chr3,1090900,14,13
chr1,1090910,94,48
chr3,1090920,36,3
chr3,1090930,136,62
chr1,1090940,75,22
chr1,1090950,19,39
chr2,1090960,26,30
chr3,1090970,73,124
chr3,1090980,107,74
chr2,1090990,54,40
chr1,1091000,33,104
chr3,1091010,67,56
chr2,1091020,12,168
chr3,1091030,27,23
chr3,1091040,50,92
chr2,1091050,70,3
chr3,1091060,69,122
chr2,1091070,8,45
chr2,1091080,18,123
chr3,1091090,5,127
chr3,1091100,56,25
chr1,1091110,21,21
chr1,1091120,32,33
chr3,1091130,35,40
chr1,1091140,120,34
chr1,1091150,27,110
chr2,1091160,22,128
chr3,1091170,100,85
chr1,1091180,132,49
chr1,1091190,107,25
chr1,1091200,23,40
chr3,1091210,92,55
chr2,1091220,22,105
chr3,1091230,57,120
chr2,1091240,17,19
chr1,1091250,35,43
chr3,1091260,144,13
chr2,1091270,16,102
chr1,1091280,36,67
chr1,1091290,10,155
chr3,1091300,30,34
chr2,1091310,36,91
chr1,1091320,77,4
chr1,1091330,28,50
chr1,1091340,54,142
chr2,1091350,57,122
chr2,1091360,52,105
chr1,1091370,20,10
chr2,1091380,9,112
chr1,1091390,4,85
chr1,1091400,126,16
chr2,1091410,20,174
chr2,1091420,39,14
chr3,1091430,43,77
chr3,1091440,105,59
chr2,1091450,9,114
chr2,1091460,49,10
chr2,1091470,12,26
chr2,1091480,46,40
chr1,1091490,66,35
chr1,1091500,34,49
chr3,1091510,88,14
chr2,1091520,19,47
chr3,1091530,3,22
chr2,1091540,9,26
chr2,1091550,38,127
chr2,1091560,129,70
chr1,1091570,126,69
chr3,1091580,82,108
chr2,1091590,49,9
chr3,1091600,14,182
chr3,1091610,112,20
chr1,1091620,16,143
chr1,1091630,132,25
chr2,1091640,26,64
chr3,1091650,108,21
chr1,1091660,69,5
chr3,1091670,48,100
chr3,1091680,46,22
chr2,1091690,50,133
chr3,1091700,17,23
chr1,1091710,49,7
chr2,1091720,17,118
chr2,1091730,19,24
chr2,1091740,24,50
chr1,1091750,24,20
chr2,1091760,66,88
chr3,1091770,99,47
chr2,1091780,82,30
chr1,1091790,50,63
chr1,1091800,47,43
chr2,1091810,93,48
chr3,1091820,15,28
chr1,1091830,13,17
chr1,1091840,81,11
chr1,1091850,17,14
chr2,1091860,29,25
chr1,1091870,134,26
chr1,1091880,34,8
chr1,1091890,94,8
chr2,1091900,8,178
chr1,1091910,36,71
chr1,1091920,89,10
chr2,1091930,105,11
chr2,1091940,47,112
chr3,1091950,31,22
chr1,1091960,13,81
chr2,1091970,19,159
chr3,1091980,67,80
chr1,1091990,129,31
chr2,1092000,14,36
chr2,1092010,17,132
chr1,1092020,61,61
chr1,1092030,13,21
chr3,1092040,48,28
chr1,1092050,48,46
chr1,1092060,24,29
chr1,1092070,18,104
chr2,1092080,33,61
chr3,1092090,14,34
chr3,1092100,30,5
chr3,1092110,143,43
chr2,1092120,56,40
chr1,1092130,42,14
chr2,1092140,33,67
chr3,1092150,103,65
chr1,1092160,46,145
chr1,1092170,46,97
chr3,1092180,21,17
chr1,1092190,100,21
chr2,1092200,71,84
chr3,1092210,6,90
chr2,1092220,28,32
chr1,1092230,75,5
chr3,1092240,41,4
chr1,1092250,55,35
chr3,1092260,99,23
chr3,1092270,19,70
chr3,1092280,22,104
chr3,1092290,130,46
chr3,1092300,87,39
chr1,1092310,97,25
chr3,1092320,5,33
chr2,1092330,38,49
chr3,1092340,40,49
chr2,1092350,80,52
chr1,1092360,30,46
chr3,1092370,116,68
chr3,1092380,52,28
chr2,1092390,54,57
chr3,1092400,18,31
chr1,1092410,119,53
chr1,1092420,124,22
chr3,1092430,79,55
chr2,1092440,14,11
chr1,1092450,13,24
chr3,1092460,1,28
chr2,1092470,97,14
chr2,1092480,124,34
chr1,1092490,75,21
chr3,1092500,63,57
chr1,1092510,57,46
chr2,1092520,18,53
chr1,1092530,37,13
chr3,1092540,57,107
chr1,1092550,24,105
chr2,1092560,21,91
chr1,1092570,14,169
chr2,1092580,45,128
chr2,1092590,12,60
chr2,1092600,120,44
chr1,1092610,81,24
chr3,1092620,162,10
chr2,1092630,7,14
chr1,1092640,7,98
chr2,1092650,120,32
chr1,1092660,7,16
chr2,1092670,52,131
chr1,1092680,4,21
chr2,1092690,71,97
chr2,1092700,10,127
chr2,1092710,72,36
chr3,1092720,111,62
chr1,1092730,85,101
chr3,1092740,114,66
chr1,1092750,33,0
chr2,1092760,23,52
chr1,1092770,30,70
chr1,1092780,49,119
chr2,1092790,36,29
chr2,1092800,77,86
chr2,1092810,25,10
chr1,1092820,129,10
chr2,1092830,45,58
chr2,1092840,153,23
chr1,1092850,21,6
chr3,1092860,28,79
chr1,1092870,137,13
chr1,1092880,2,36
chr1,1092890,56,60
chr2,1092900,6,79
chr1,1092910,85,13
chr3,1092920,45,60
chr1,1092930,92,51
chr1,1092940,37,132
chr2,1092950,48,17
chr2,1092960,88,44
chr3,1092970,25,85
chr1,1092980,86,74
chr1,1092990,48,4
chr1,1093000,87,65
chr1,1093010,28,68
chr1,1093020,119,55
chr1,1093030,71,69
chr2,1093040,135,12
chr3,1093050,38,59
chr1,1093060,43,128
chr1,1093070,48,38
chr2,1093080,75,59
chr1,1093090,72,10
chr2,1093100,101,31
chr3,1093110,93,20
chr1,1093120,37,30
chr3,1093130,11,20
chr1,1093140,18,157
chr3,1093150,173,18
chr3,1093160,77,113
chr1,1093170,82,82
chr3,1093180,27,32
chr2,1093190,36,160
chr2,1093200,81,23
chr3,1093210,70,6
chr3,1093220,40,66
chr2,1093230,69,34
chr1,1093240,131,9
chr2,1093250,74,19
chr3,1093260,87,39
chr2,1093270,52,91
chr1,1093280,99,20
chr2,1093290,44,18
chr1,1093300,72,66
chr3,1093310,21,21
chr2,1093320,11,163
chr2,1093330,55,1
chr1,1093340,14,139
chr2,1093350,35,49
chr2,1093360,32,121
chr1,1093370,113,84
chr2,1093380,26,15
chr1,1093390,17,107
chr3,1093400,17,90
chr2,1093410,118,54
chr1,1093420,111,33
chr1,1093430,41,57
chr2,1093440,9,100
chr1,1093450,42,28
chr3,1093460,80,115
chr3,1093470,36,85
chr2,1093480,29,96
chr3,1093490,32,47
chr2,1093500,46,19
chr2,1093510,5,50
chr1,1093520,77,108
chr1,1093530,8,22
chr1,1093540,20,11
chr1,1093550,63,126
chr2,1093560,40,18
chr1,1093570,115,43
chr1,1093580,20,35
chr3,1093590,48,23
chr2,1093600,16,34
chr3,1093610,37,15
chr3,1093620,69,91
chr3,1093630,97,68
chr1,1093640,70,118
chr2,1093650,54,23
chr3,1093660,55,116
chr3,1093670,34,113
chr2,1093680,36,14
chr1,1093690,48,26
chr3,1093700,4,25
chr2,1093710,54,95
chr1,1093720,7,27
chr1,1093730,6,16
chr1,1093740,43,19
chr1,1093750,99,79
chr1,1093760,67,19
chr2,1093770,57,18
chr1,1093780,32,50
chr3,1093790,31,3
chr2,1093800,15,113
chr3,1093810,25,110
chr3,1093820,17,94
chr1,1093830,13,144
chr1,1093840,117,68
chr2,1093850,6,60
chr2,1093860,66,10
chr3,1093870,65,4
chr1,1093880,24,66
chr1,1093890,146,16
chr3,1093900,14,151
chr1,1093910,37,64
chr2,1093920,38,97
chr3,1093930,92,32
chr1,1093940,28,79
chr3,1093950,18,3
chr1,1093960,19,104
chr1,1093970,83,20
chr1,1093980,17,45
chr2,1093990,122,51
chr3,1094000,81,9
chr2,1094010,96,89
chr2,1094020,96,17
chr3,1094030,16,45
chr3,1094040,109,43
chr1,1094050,101,57
chr1,1094060,38,46
chr3,1094070,36,17
chr1,1094080,89,50
chr1,1094090,6,14
chr3,1094100,114,35
chr2,1094110,147,20
chr3,1094120,54,26
chr3,1094130,104,64
chr2,1094140,46,61
chr1,1094150,53,34
chr2,1094160,39,107
chr2,1094170,148,11
chr3,1094180,21,20
chr1,1094190,98,69
chr1,1094200,31,70
chr2,1094210,16,132
chr3,1094220,24,25
chr2,1094230,9,136
chr1,1094240,93,23
chr1,1094250,39,4
chr3,1094260,27,6
chr3,1094270,30,25
chr2,1094280,34,9
chr3,1094290,98,16
chr2,1094300,44,30
chr3,1094310,24,19
chr2,1094320,150,21
chr1,1094330,30,15
chr1,1094340,11,88
chr1,1094350,133,52
chr1,1094360,28,56
chr1,1094370,38,56
chr1,1094380,115,83
chr3,1094390,127,55
chr3,1094400,40,22
chr3,1094410,24,24
chr2,1094420,121,63
chr3,1094430,75,25
chr3,1094440,60,13
chr2,1094450,7,51
chr2,1094460,32,29
chr1,1094470,65,110
chr3,1094480,23,25
chr3,1094490,32,158
chr2,1094500,57,93
chr1,1094510,72,85
chr3,1094520,17,144
chr2,1094530,53,141
chr2,1094540,52,9
chr3,1094550,90,23
chr2,1094560,36,143
chr2,1094570,7,44
chr3,1094580,100,89
chr1,1094590,81,98
chr3,1094600,18,27
chr1,1094610,75,59
chr2,1094620,51,97
chr3,1094630,63,12
chr3,1094640,17,124
chr1,1094650,39,86
chr2,1094660,57,92
chr3,1094670,58,42
chr3,1094680,143,34
chr2,1094690,81,58
chr1,1094700,24,47
chr3,1094710,43,67
chr2,1094720,96,60
chr3,1094730,12,29
chr3,1094740,15,38
chr3,1094750,123,6
chr1,1094760,40,28
chr2,1094770,44,104
chr3,1094780,42,50
chr3,1094790,41,62
chr3,1094800,35,37
chr1,1094810,6,113
chr3,1094820,127,16
chr2,1094830,91,96
chr1,1094840,54,10
chr2,1094850,117,39
chr3,1094860,78,46
chr3,1094870,137,32
chr1,1094880,18,147
chr3,1094890,8,117
chr2,1094900,39,23
chr2,1094910,74,112
chr2,1094920,70,83
chr3,1094930,12,55
chr3,1094940,58,87
chr1,1094950,26,0
chr1,1094960,10,25
chr2,1094970,42,106
chr2,1094980,70,64
chr1,1094990,5,51
chr1,1095000,26,158
chr2,1095010,69,75
chr1,1095020,50,50
chr3,1095030,5,76
chr3,1095040,64,27
chr1,1095050,108,36
chr1,1095060,139,41
chr3,1095070,14,71
chr3,1095080,18,31
chr2,1095090,33,6
chr1,1095100,4,97
chr3,1095110,40,86
chr1,1095120,25,146
chr3,1095130,143,8
chr3,1095140,30,26
chr1,1095150,48,103
chr2,1095160,39,57
chr3,1095170,45,63
chr1,1095180,33,132
chr3,1095190,64,43
chr1,1095200,35,160
chr1,1095210,39,13
chr3,1095220,54,23
chr2,1095230,42,5
chr3,1095240,40,14
chr3,1095250,83,61
chr2,1095260,35,122
chr2,1095270,32,52
chr1,1095280,33,28
chr1,1095290,52,52
chr2,1095300,146,10
chr2,1095310,102,28
chr3,1095320,5,29
chr2,1095330,29,59
chr3,1095340,35,89
chr3,1095350,100,69
chr3,1095360,25,58
chr2,1095370,16,44
chr2,1095380,9,81
chr3,1095390,59,16
chr2,1095400,76,94
chr1,1095410,17,27
chr1,1095420,2,122
chr3,1095430,118,35
chr2,1095440,64,74
chr1,1095450,106,75
chr3,1095460,10,18
chr1,1095470,57,22
chr3,1095480,128,16
chr3,1095490,37,31
chr3,1095500,55,15
chr1,1095510,71,18
chr3,1095520,35,21
chr3,1095530,43,7
chr1,1095540,12,176
chr3,1095550,33,48
chr1,1095560,20,92
chr3,1095570,17,16
chr2,1095580,28,155
chr2,1095590,97,86
chr1,1095600,45,53
chr3,1095610,14,13
chr1,1095620,48,125
chr3,1095630,24,31
chr1,1095640,44,23
chr2,1095650,83,21
chr1,1095660,15,32
chr2,1095670,40,30
chr2,1095680,109,14
chr2,1095690,112,77
chr1,1095700,57,63
chr1,1095710,10,38
chr2,1095720,129,17
chr1,1095730,64,37
chr3,1095740,5,24
chr2,1095750,42,83
chr3,1095760,130,56
chr2,1095770,3,17
chr3,1095780,29,29
chr2,1095790,19,21
chr2,1095800,3,81
chr2,1095810,5,29
chr1,1095820,95,56
chr3,1095830,68,12
chr2,1095840,111,56
chr1,1095850,147,10
chr2,1095860,103,3
chr3,1095870,70,54
chr2,1095880,4,49
chr1,1095890,23,120
chr2,1095900,70,59
chr2,1095910,98,97
chr2,1095920,47,5
chr2,1095930,90,27
chr1,1095940,79,1
chr2,1095950,8,21
chr3,1095960,84,19
chr3,1095970,10,74
chr2,1095980,34,62
chr1,1095990,18,2
chr3,1096000,123,29
chr2,1096010,34,65
chr2,1096020,0,34
chr1,1096030,12,35
chr2,1096040,27,15
chr1,1096050,51,77
chr3,1096060,83,43
chr2,1096070,17,147
chr1,1096080,34,98
chr2,1096090,51,66
chr2,1096100,92,68
chr3,1096110,66,95
chr2,1096120,102,56
chr1,1096130,45,2
chr1,1096140,40,21
chr1,1096150,23,95
chr2,1096160,39,41
chr2,1096170,119,23
chr3,1096180,18,65
chr2,1096190,34,16
chr1,1096200,73,27
chr1,1096210,17,12
chr3,1096220,12,15
chr1,1096230,76,92
chr1,1096240,36,42
chr1,1096250,63,134
chr3,1096260,33,16
chr3,1096270,27,137
chr1,1096280,29,10
chr1,1096290,13,54
chr2,1096300,48,101
chr2,1096310,17,39
chr1,1096320,84,64
chr2,1096330,63,88
chr1,1096340,106,13
chr1,1096350,12,61
chr2,1096360,127,14
chr3,1096370,39,5
chr3,1096380,69,81
chr3,1096390,6,22
chr1,1096400,46,7
chr1,1096410,7,55
chr3,1096420,4,89
chr3,1096430,37,76
chr3,1096440,18,23
chr1,1096450,24,65
chr1,1096460,98,51
chr2,1096470,54,59
chr2,1096480,9,42
chr2,1096490,19,106
chr3,1096500,23,140
chr1,1096510,13,7
chr2,1096520,67,24
chr2,1096530,138,57
chr2,1096540,39,30
chr2,1096550,109,51
chr3,1096560,20,14
chr1,1096570,30,42
chr1,1096580,45,146
chr1,1096590,7,20
chr2,1096600,22,71
chr3,1096610,61,4
chr3,1096620,74,14
chr3,1096630,40,93
chr1,1096640,73,93
chr1,1096650,77,108
chr3,1096660,133,9
chr2,1096670,113,45
chr1,1096680,52,84
chr1,1096690,10,52
chr2,1096700,7,32
chr2,1096710,83,84
chr1,1096720,19,21
chr2,1096730,22,79
chr2,1096740,37,39
chr2,1096750,109,88
chr2,1096760,11,82
chr2,1096770,30,87
chr3,1096780,25,148
chr1,1096790,133,44
chr3,1096800,64,65
chr3,1096810,27,107
chr3,1096820,158,20
chr1,1096830,13,48
chr1,1096840,69,18
chr1,1096850,22,67
chr3,1096860,39,58
chr1,1096870,88,21
chr3,1096880,63,67
chr2,1096890,54,77
chr1,1096900,37,85
chr2,1096910,88,76
chr3,1096920,5,33
chr1,1096930,92,106
chr1,1096940,47,42
chr2,1096950,72,10
chr3,1096960,8,86
chr3,1096970,134,43
chr1,1096980,79,93
chr1,1096990,26,97
chr1,1097000,72,22
chr1,1097010,66,81
chr1,1097020,123,50
chr3,1097030,17,58
chr1,1097040,18,23
chr2,1097050,19,89
chr1,1097060,6,32
chr1,1097070,77,101
chr3,1097080,14,31
chr3,1097090,79,110
chr3,1097100,120,68
chr2,1097110,14,28
chr3,1097120,11,55
chr1,1097130,14,18
chr3,1097140,58,27
chr2,1097150,94,69
chr1,1097160,54,38
chr1,1097170,156,19
chr2,1097180,51,45
chr3,1097190,89,93
chr3,1097200,76,112
chr3,1097210,32,18
chr3,1097220,39,65
chr2,1097230,39,140
chr2,1097240,9,69
chr3,1097250,20,40
chr2,1097260,119,12
chr1,1097270,8,107
chr3,1097280,67,120
chr1,1097290,91,50
chr1,1097300,145,30
chr1,1097310,160,24
chr3,1097320,100,24
chr3,1097330,81,12
chr3,1097340,16,135
chr2,1097350,56,62
chr3,1097360,46,99
chr1,1097370,42,115
chr3,1097380,47,147
chr2,1097390,13,81
chr3,1097400,1,32
chr2,1097410,37,20
chr1,1097420,17,142
chr1,1097430,20,44
chr1,1097440,148,16
chr1,1097450,51,131
chr1,1097460,39,55
chr1,1097470,22,166
chr2,1097480,29,19
chr1,1097490,15,22
chr3,1097500,36,3
chr2,1097510,22,11
chr2,1097520,162,19
chr3,1097530,95,101
chr3,1097540,14,59
chr3,1097550,39,11
chr3,1097560,37,40
chr3,1097570,98,25
chr1,1097580,156,33
chr2,1097590,77,70
chr3,1097600,154,23
chr3,1097610,24,20
chr2,1097620,36,2
chr2,1097630,126,29
chr1,1097640,11,11
chr2,1097650,42,63
chr3,1097660,149,15
chr2,1097670,73,88
chr3,1097680,7,21
chr2,1097690,31,82
chr2,1097700,145,23
chr1,1097710,71,113
chr3,1097720,53,105
chr1,1097730,37,2
chr1,1097740,13,41
chr3,1097750,9,63
chr2,1097760,39,155
chr1,1097770,26,103
chr2,1097780,58,141
chr2,1097790,55,100
chr1,1097800,6,17
chr1,1097810,33,141
chr1,1097820,65,126
chr2,1097830,126,61
chr3,1097840,83,38
chr3,1097850,10,56
chr1,1097860,102,11
chr2,1097870,57,134
chr1,1097880,11,56
chr2,1097890,40,70
chr3,1097900,13,186
chr3,1097910,28,75
chr1,1097920,84,3
chr1,1097930,34,124
chr3,1097940,104,40
chr2,1097950,46,46
chr3,1097960,17,6
chr2,1097970,65,30
chr1,1097980,60,32
chr3,1097990,58,38
chr1,1098000,30,37
chr3,1098010,28,145
chr1,1098020,93,28
chr3,1098030,94,31
chr3,1098040,32,64
chr1,1098050,17,41
chr3,1098060,9,68
chr3,1098070,37,1
chr3,1098080,20,87
chr3,1098090,51,81
chr1,1098100,35,61
chr1,1098110,82,14
chr3,1098120,29,18
chr3,1098130,65,20
chr1,1098140,19,10
chr3,1098150,67,78
chr2,1098160,15,62
chr1,1098170,49,112
chr3,1098180,60,84
chr2,1098190,58,73
chr3,1098200,60,43
chr3,1098210,8,154
chr3,1098220,55,60
chr2,1098230,41,11
chr2,1098240,120,44
chr1,1098250,68,103
chr3,1098260,82,95
chr3,1098270,150,10
chr2,1098280,14,52
chr3,1098290,46,85
chr3,1098300,58,105
chr3,1098310,55,7
chr2,1098320,22,5
chr3,1098330,2,20
chr3,1098340,28,116
chr1,1098350,24,7
chr3,1098360,89,14
chr2,1098370,16,19
chr2,1098380,58,39
chr3,1098390,22,56
chr1,1098400,19,177
chr3,1098410,51,31
chr3,1098420,65,3
chr3,1098430,11,59
chr2,1098440,47,5
chr3,1098450,3,46
chr2,1098460,35,60
chr1,1098470,7,27
chr3,1098480,76,25
chr2,1098490,101,10
chr2,1098500,23,19
chr2,1098510,54,59
chr3,1098520,30,34
chr1,1098530,9,72
chr2,1098540,8,26
chr3,1098550,24,41
chr2,1098560,67,16
chr2,1098570,59,134
chr3,1098580,50,141
chr2,1098590,56,38
chr2,1098600,27,149
chr3,1098610,52,19
chr1,1098620,77,30
chr1,1098630,67,9
chr1,1098640,28,74
chr1,1098650,35,50
chr3,1098660,112,57
chr3,1098670,31,8
chr1,1098680,51,1
chr3,1098690,70,21
chr1,1098700,22,22
chr2,1098710,52,13
chr2,1098720,60,32
chr2,1098730,19,98
chr1,1098740,38,38
chr2,1098750,28,78
chr1,1098760,140,12
chr3,1098770,40,34
chr2,1098780,43,37
chr2,1098790,74,34
chr2,1098800,22,5
chr3,1098810,3,32
chr1,1098820,21,174
chr2,1098830,122,13
chr2,1098840,59,21
chr1,1098850,2,32
chr2,1098860,151,18
chr2,1098870,61,89
chr2,1098880,11,110
chr1,1098890,1,72
chr2,1098900,24,9
chr3,1098910,49,6
chr1,1098920,99,25
chr2,1098930,14,87
chr3,1098940,12,74
chr3,1098950,18,11
chr3,1098960,16,52
chr3,1098970,37,93
chr3,1098980,35,49
chr2,1098990,17,59
chr3,1099000,18,28
chr1,1099010,63,69
chr2,1099020,117,35
chr2,1099030,22,68
chr3,1099040,57,45
chr3,1099050,51,25
chr2,1099060,24,115
chr1,1099070,36,76
chr2,1099080,3,31
chr2,1099090,100,30
chr3,1099100,45,75
chr1,1099110,101,37
chr3,1099120,14,81
chr3,1099130,156,21
chr3,1099140,16,23
chr3,1099150,43,141
chr1,1099160,84,66
chr3,1099170,5,87
chr3,1099180,26,115
chr1,1099190,36,24
chr2,1099200,176,10
chr3,1099210,117,56
chr2,1099220,105,44
chr3,1099230,9,33
chr3,1099240,4,38
chr1,1099250,142,21
chr1,1099260,14,14
chr2,1099270,14,18
chr3,1099280,155,20
chr1,1099290,106,68
chr3,1099300,48,22
chr3,1099310,31,52
chr2,1099320,22,49
chr3,1099330,14,43
chr1,1099340,90,29
chr2,1099350,28,137
chr1,1099360,24,46
chr2,1099370,25,131
chr2,1099380,99,61
chr3,1099390,19,168
chr2,1099400,14,60
chr2,1099410,68,60
chr3,1099420,108,82
chr2,1099430,10,53
chr2,1099440,33,96
chr1,1099450,16,164
chr1,1099460,40,131
chr3,1099470,76,107
chr2,1099480,117,30
chr3,1099490,85,39
chr3,1099500,2,27
chr3,1099510,73,46
chr1,1099520,144,23
chr3,1099530,46,82
chr2,1099540,37,90
